"Sprite Reference","Continent","Type","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian",""
"Belize","North America","Nationality","HUDText","Belizean","PSG_10001097","","","","","","","de Belize","del Belize","belizisch","<gender^NationalityGender=F>
beliceña
</gender>
<gender^NationalityGender=M>
beliceño
</gender>","<gender^NationalityGender=F>
belizenha
</gender>
<gender^NationalityGender=M>
belizenho
</gender>
","Belizaanse","belize-i","belizeński","<gender^NationalityGender=F>
белизская
</gender>
<gender^NationalityGender=M>
белизский
</gender>",""
"Benin","Africa","Nationality","HUDText","Beninese","PSG_10001098","","","","","","","du Bénin","del Benin","beninisch","<gender^NationalityGender=F>
beninesa
</gender>
<gender^NationalityGender=M>
beninés
</gender>","beninense","Beninse","benini","beniński","<gender^NationalityGender=F>
бенинская
</gender>
<gender^NationalityGender=M>
бенинский
</gender>",""
"Bhutan","Asia","Nationality","HUDText","Bhutanese","PSG_10001099","","","","","","","du Bhoutan","bhutanese","bhutanisch","<gender^NationalityGender=F>
butanesa
</gender>
<gender^NationalityGender=M>
butanés
</gender>","<gender^NationalityGender=F>
butanesa
</gender>
<gender^NationalityGender=M>
butanês
</gender>
","Bhutanese","bhutáni","bhutański","<gender^NationalityGender=F>
бутанская
</gender>
<gender^NationalityGender=M>
бутанский
</gender>",""
"Bolivia","South America","Nationality","HUDText","Bolivian","PSG_10001100","","","","","","","de Bolivie","<gender^NationalityGender=F>
boliviana
</gender>
<gender^NationalityGender=M>
boliviano
</gender>
","bolivisch","<gender^NationalityGender=F>
boliviana
</gender>
<gender^NationalityGender=M>
boliviano
</gender>","<gender^NationalityGender=F>
boliviana
</gender>
<gender^NationalityGender=M>
boliviano
</gender>
","Boliviaanse","bolíviai","boliwijski","<gender^NationalityGender=F>
боливийская
</gender>
<gender^NationalityGender=M>
боливийский
</gender>",""
"BosniaandHerzegovina","Europe","Nationality","HUDText","Bosnian","PSG_10001101","","","","","","","de Bosnie","<gender^NationalityGender=F>
bosniaca
</gender>
<gender^NationalityGender=M>
bosniaco
</gender>
","bosnisch","<gender^NationalityGender=F>
bosnia
</gender>
<gender^NationalityGender=M>
bosnio
</gender>","<gender^NationalityGender=F>
bósnia
</gender>
<gender^NationalityGender=M>
bósnio
</gender>
","Bosnische","bosnyák","bośniacki","<gender^NationalityGender=F>
боснийская
</gender>
<gender^NationalityGender=M>
боснийский
</gender>",""
"Botswana","Africa","Nationality","HUDText","Botswanan","PSG_10001102","","","","","","","du Botswana","del Botswana","botswanisch","<gender^NationalityGender=F>
botsuana
</gender>
<gender^NationalityGender=M>
botsuano
</gender>","<gender^NationalityGender=F>
botsuana
</gender>
<gender^NationalityGender=M>
botsuano
</gender>
","Botswaanse","botswanai","botswański","<gender^NationalityGender=F>
ботсванская
</gender>
<gender^NationalityGender=M>
ботсванский
</gender>",""
"Brazil","South America","Nationality","HUDText","Brazilian","PSG_10001103","","","","","","","du Brésil","<gender^NationalityGender=F>
brasiliana
</gender>
<gender^NationalityGender=M>
brasiliano
</gender>
","brasilianisch","<gender^NationalityGender=F>
brasileña
</gender>
<gender^NationalityGender=M>
brasileño
</gender>","<gender^NationalityGender=F>
brasileira
</gender>
<gender^NationalityGender=M>
brasileiro
</gender>
","Braziliaanse","brazil","brazylijski","<gender^NationalityGender=F>
бразильская
</gender>
<gender^NationalityGender=M>
бразильский
</gender>",""
"Brunei","Asia","Nationality","HUDText","Bruneian","PSG_10001104","","","","","","","du Brunei","del Brunei","bruneiisch","<gender^NationalityGender=F>
bruneana
</gender>
<gender^NationalityGender=M>
bruneano
</gender>","<gender^NationalityGender=F>
bruneana
</gender>
<gender^NationalityGender=M>
bruneano
</gender>
","Bruneise","brunei","brunejski","<gender^NationalityGender=F>
брунейская
</gender>
<gender^NationalityGender=M>
брунейский
</gender>",""
"Bulgaria","Europe","Nationality","HUDText","Bulgarian","PSG_10001105","","","","","","","de Bulgarie","<gender^NationalityGender=F>
bulgara
</gender>
<gender^NationalityGender=M>
bulgaro
</gender>
","bulgarisch","<gender^NationalityGender=F>
búlgara
</gender>
<gender^NationalityGender=M>
búlgaro
</gender>","<gender^NationalityGender=F>
búlgara
</gender>
<gender^NationalityGender=M>
búlgaro
</gender>
","Bulgaarse","bolgár","bułgarski","<gender^NationalityGender=F>
болгарская
</gender>
<gender^NationalityGender=M>
болгарский
</gender>",""
"Burkina","Africa","Nationality","HUDText","Burkinabè","PSG_10001106","","","","","","","du Burkina Faso","burkinabe","burkinisch","<gender^NationalityGender=F>
burkinesa
</gender>
<gender^NationalityGender=M>
burkinés
</gender>","<gender^NationalityGender=F>
burquina
</gender>
<gender^NationalityGender=M>
burquino
</gender>
","Burkinese","Burkina Fasó-i","burkiński","<gender^NationalityGender=F>
буркинийская
</gender>
<gender^NationalityGender=M>
буркинийский
</gender>",""
"Burma","Asia","Nationality","HUDText","Burmese","PSG_10001107","","","","","","","de Birmanie","<gender^NationalityGender=F>
birmana
</gender>
<gender^NationalityGender=M>
birmano
</gender>
","burmesisch","<gender^NationalityGender=F>
birmana
</gender>
<gender^NationalityGender=M>
birmano
</gender>","<gender^NationalityGender=F>
birmanesa
</gender>
<gender^NationalityGender=M>
birmanês
</gender>
","Birmaanse","burmai","birmański","<gender^NationalityGender=F>
мьянманская
</gender>
<gender^NationalityGender=M>
мьянманский
</gender>",""
"Burundi","Africa","Nationality","HUDText","Burundian","PSG_10001108","","","","","","","du Burundi","del Burundi","burundisch","<gender^NationalityGender=F>
burundesa
</gender>
<gender^NationalityGender=M>
burundés
</gender>","<gender^NationalityGender=F>
burundiana
</gender>
<gender^NationalityGender=M>
burundiano
</gender>
","Burundese","burundi","burundyjski","<gender^NationalityGender=F>
бурундийская
</gender>
<gender^NationalityGender=M>
бурундийский
</gender>",""
"Cambodia","Asia","Nationality","HUDText","Cambodian","PSG_10001109","","","","","","","du Cambodge","<gender^NationalityGender=F>
cambogiana
</gender>
<gender^NationalityGender=M>
cambogiano
</gender>
","kambodschanisch","<gender^NationalityGender=F>
camboyana
</gender>
<gender^NationalityGender=M>
camboyano
</gender>","<gender^NationalityGender=F>
cambojana
</gender>
<gender^NationalityGender=M>
cambojano
</gender>
","Cambodjaanse","kambodzsai","kambodżański","<gender^NationalityGender=F>
камбоджийская
</gender>
<gender^NationalityGender=M>
камбоджийский
</gender>",""
"Cameroon","Africa","Nationality","HUDText","Cameroonian","PSG_10001110","","","","","","","du Cameroun","camerunense","kamerunisch","camerunés","<gender^NationalityGender=F>
camaronesa
</gender>
<gender^NationalityGender=M>
camaronês
</gender>
","Kameroense","kameruni","kameruński","<gender^NationalityGender=F>
камерунская
</gender>
<gender^NationalityGender=M>
камерунский
</gender>",""
"Canada","North America","Nationality","HUDText","Canadian","PSG_10001111","","","","","","","du Canada","canadese","kanadisch","canadiense","canadense","Canadese","kanadai","kanadyjski","<gender^NationalityGender=F>
канадская
</gender>
<gender^NationalityGender=M>
канадский
</gender>",""
"CapeVerde","Africa","Nationality","HUDText","Cape Verdean","PSG_10001112","","","","","","","du Cap Vert","<gender^NationalityGender=F>
capoverdiana
</gender>
<gender^NationalityGender=M>
capoverdiano
</gender>
","kap-verdisch","<gender^NationalityGender=F>
caboverdiana
</gender>
<gender^NationalityGender=M>
caboverdiano
</gender>","<gender^NationalityGender=F>
cabo-verdiana
</gender>
<gender^NationalityGender=M>
cabo-verdiano
</gender>
","Kaapverdische","zöld-foki-szigeteki","kabowerdeński","<gender^NationalityGender=F>
кабо-вердианская
</gender>
<gender^NationalityGender=M>
кабо-вердианский
</gender>",""
"CaymanIslands","North America","Nationality","HUDText","Caymanian","PSG_10007609","","","","","","","des îles Caïmans","delle Cayman","kaimanisch","<gender^NationalityGender=F>
caimanesa
</gender>
<gender^NationalityGender=M>
caimanés
</gender>","<gender^NationalityGender=F>
Caimanesa
</gender>
<gender^NationalityGender=M>
Caimanês
</gender>","Kaaimaneilandse","kajmán-szigeteki","kajmański","<gender^NationalityGender=F>
кайманская
</gender>
<gender^NationalityGender=M>
кайманский
</gender>",""
"CentralAfricanRepublic","Africa","Nationality","HUDText","Central African","PSG_10001113","","","","","","","de République centrafricaine","<gender^NationalityGender=F>
centrafricana
</gender>
<gender^NationalityGender=M>
centrafricano
</gender>
","zentralafrikanisch","<gender^NationalityGender=F>
centroafricana
</gender>
<gender^NationalityGender=M>
centroafricano
</gender>","<gender^NationalityGender=F>
centro-africana
</gender>
<gender^NationalityGender=M>
centro-africano
</gender>
","Centraal-Afrikaanse","közép-afrikai","środkowoafrykański","<gender^NationalityGender=F>
центральноафриканская
</gender>
<gender^NationalityGender=M>
центральноафриканский
</gender>",""
"Chad","Africa","Nationality","HUDText","Chadian","PSG_10001114","","","","","","","du Tchad","del Ciad","tschadisch","<gender^NationalityGender=F>
chadiana
</gender>
<gender^NationalityGender=M>
chadiano
</gender>","<gender^NationalityGender=F>
chadiana
</gender>
<gender^NationalityGender=M>
chadiano
</gender>
","Tsjadische","csádi","czadyjski","<gender^NationalityGender=F>
чадская
</gender>
<gender^NationalityGender=M>
чадский
</gender>",""
"Chile","South America","Nationality","HUDText","Chilean","PSG_10001115","","","","","","","du Chili","<gender^NationalityGender=F>
cilena
</gender>
<gender^NationalityGender=M>
cileno
</gender>
","chilenisch","<gender^NationalityGender=F>
chilena
</gender>
<gender^NationalityGender=M>
chileno
</gender>","<gender^NationalityGender=F>
chilena
</gender>
<gender^NationalityGender=M>
chileno
</gender>
","Chileense","chilei","chilijski","<gender^NationalityGender=F>
чилийская
</gender>
<gender^NationalityGender=M>
чилийский
</gender>",""
"China","Asia","Nationality","HUDText","Chinese","PSG_10001116","","","","","","","de Chine","cinese","chinesisch","<gender^NationalityGender=F>
china
</gender>
<gender^NationalityGender=M>
chino
</gender>","<gender^NationalityGender=F>
chinesa
</gender>
<gender^NationalityGender=M>
chinês
</gender>
","Chinese","kínai","chiński","<gender^NationalityGender=F>
китайская
</gender>
<gender^NationalityGender=M>
китайский
</gender>",""
"Colombia","South America","Nationality","HUDText","Colombian","PSG_10001117","","","","","","","de Colombie","<gender^NationalityGender=F>
colombiana
</gender>
<gender^NationalityGender=M>
colombiano
</gender>
","kolumbianisch","<gender^NationalityGender=F>
colombiana
</gender>
<gender^NationalityGender=M>
colombiano
</gender>","<gender^NationalityGender=F>
colombiana
</gender>
<gender^NationalityGender=M>
colombiano
</gender>
","Colombiaanse","kolumbiai","kolumbijski","<gender^NationalityGender=F>
колумбийская
</gender>
<gender^NationalityGender=M>
колумбийский
</gender>",""
"Comoros","Africa","Nationality","HUDText","Comorian","PSG_10001118","","","","","","","des Comores","<gender^NationalityGender=F>
comoriana
</gender>
<gender^NationalityGender=M>
comoriano
</gender>","komorisch","comorense","<gender^NationalityGender=F>
comoriana
</gender>
<gender^NationalityGender=M>
comoriano
</gender>
","Comorese","Comore-szigeteki","komoryjski","<gender^NationalityGender=F>
коморская
</gender>
<gender^NationalityGender=M>
коморский
</gender>",""
"Congo","Africa","Nationality","HUDText","Congolese","PSG_10001119","","","","","","","du Congo","congolese","kongolesisch","<gender^NationalityGender=F>
congoleña
</gender>
<gender^NationalityGender=M>
congoleño
</gender>","<gender^NationalityGender=F>
congolesa
</gender>
<gender^NationalityGender=M>
congolês
</gender>
","Congolese","kongói","kongijski","<gender^NationalityGender=F>
конголезская
</gender>
<gender^NationalityGender=M>
конголезский
</gender>",""
"CongoDemocraticRepublicof","Africa","Nationality","HUDText","Congolese","PSG_10001120","","","","","","","du Congo","congolese","kongolesisch","<gender^NationalityGender=F>
congoleña
</gender>
<gender^NationalityGender=M>
congoleño
</gender>","<gender^NationalityGender=F>
congolesa
</gender>
<gender^NationalityGender=M>
congolês
</gender>
","Congolese","kongói","kongijski","<gender^NationalityGender=F>
конголезская
</gender>
<gender^NationalityGender=M>
конголезский
</gender>",""
"CostaRica","North America","Nationality","HUDText","Costa Rican","PSG_10001122","","","","","","","du Costa Rica","<gender^NationalityGender=F>
costaricana
</gender>
<gender^NationalityGender=M>
costaricano
</gender>
","costa-ricanisch","costarricense","<gender^NationalityGender=F>
costa-riquenha
</gender>
<gender^NationalityGender=M>
costa-riquenho
</gender>
","Costa Ricaanse","Costa Rica-i","kostarykański","<gender^NationalityGender=F>
коста-риканская
</gender>
<gender^NationalityGender=M>
коста-риканский
</gender>",""
"Croatia","Europe","Nationality","HUDText","Croatian","PSG_10001123","","","","","","","de Croatie","<gender^NationalityGender=F>
croata
</gender>
<gender^NationalityGender=M>
croato
</gender>
","kroatisch","croata","croata","Kroatische","horvát","chorwacki","<gender^NationalityGender=F>
хорватская
</gender>
<gender^NationalityGender=M>
хорватский
</gender>",""
"Cuba","North America","Nationality","HUDText","Cuban","PSG_10001124","","","","","","","de Cuba","<gender^NationalityGender=F>
cubana
</gender>
<gender^NationalityGender=M>
cubano
</gender>","kubanisch","<gender^NationalityGender=F>
cubana
</gender>
<gender^NationalityGender=M>
cubano
</gender>","<gender^NationalityGender=F>
cubana
</gender>
<gender^NationalityGender=M>
cubano
</gender>
","Cubaanse","kubai","kubański","<gender^NationalityGender=F>
кубинская
</gender>
<gender^NationalityGender=M>
кубинский
</gender>",""
"Cyprus","Europe","Nationality","HUDText","Cypriot","PSG_10001125","","","","","","","de Chypre","cipriota","zyprisch","chipriota","cipriota","Cypriotische","ciprusi","cypryjski","<gender^NationalityGender=F>
кипрская
</gender>
<gender^NationalityGender=M>
кипрский
</gender>",""
"CzechRepublic","Europe","Nationality","HUDText","Czech","PSG_10001126","","","","","","","de République tchèque","<gender^NationalityGender=F>
ceca
</gender>
<gender^NationalityGender=M>
ceco
</gender>
","tschechisch","<gender^NationalityGender=F>
checa
</gender>
<gender^NationalityGender=M>
checo
</gender>","<gender^NationalityGender=F>
tcheca
</gender>
<gender^NationalityGender=M>
tcheco
</gender>
","Tsjechische","cseh","czeski","<gender^NationalityGender=F>
чешская
</gender>
<gender^NationalityGender=M>
чешский
</gender>",""
"Denmark","Europe","Nationality","HUDText","Danish","PSG_10001127","","","","","","","du Danemark","danese","dänisch","<gender^NationalityGender=F>
danesa
</gender>
<gender^NationalityGender=M>
danés
</gender>","<gender^NationalityGender=F>
dinamarquesa
</gender>
<gender^NationalityGender=M>
dinamarquês
</gender>
","Deense","dán","duński","<gender^NationalityGender=F>
датская
</gender>
<gender^NationalityGender=M>
датский
</gender>",""
